input1,input2,output1
0,0,0.6666856445641549
0,0.02,0.6666856445487048
0,0.04,0.666685644528715
0,0.06,0.6666856445028219
0,0.08,0.6666856444692518
0,0.1,0.6666856444257003
0,0.12000000000000001,0.6666856443691702
0,0.14,0.6666856442957645
0,0.16,0.6666856442004171
0,0.18,0.6666856440765393
0,0.19999999999999998,0.6666856439155665
0,0.21999999999999997,0.6666856437063623
0,0.23999999999999996,0.6666856434344465
0,0.25999999999999995,0.6666856430809935
0,0.27999999999999997,0.6666856426215252
0,0.3,0.6666856420242155
0,0.32,0.6666856412476847
0,0.34,0.66668564023813
0,0.36000000000000004,0.6666856389255977
0,0.38000000000000006,0.6666856372191361
0,0.4000000000000001,0.6666856350004869
0,0.4200000000000001,0.6666856321158944
0,0.4400000000000001,0.6666856283654435
0,0.46000000000000013,0.6666856234892068
0,0.48000000000000015,0.6666856171492272
0,0.5000000000000001,0.6666856089060954
0,0.5200000000000001,0.6666855981884916
0,0.5400000000000001,0.6666855842535879
0,0.5600000000000002,0.6666855661355663
0,0.5800000000000002,0.6666855425786695
0,0.6000000000000002,0.6666855119501695
0,0.6200000000000002,0.6666854721271996
0,0.6400000000000002,0.666685420349617
0,0.6600000000000003,0.6666853530286961
0,0.6800000000000003,0.6666852654983898
0,0.7000000000000003,0.6666851516919224
0,0.7200000000000003,0.6666850037212956
0,0.7400000000000003,0.6666848113305665
0,0.7600000000000003,0.6666845611849962
0,0.7800000000000004,0.6666842359468096
0,0.8000000000000004,0.6666838130734932
0,0.8200000000000004,0.6666832632553504
0,0.8400000000000004,0.6666825483840113
0,0.8600000000000004,0.6666816189110915
0,0.8800000000000004,0.6666804104139156
0,0.9000000000000005,0.6666788391302739
0,0.9200000000000005,0.6666767961526879
0,0.9400000000000005,0.6666741398797719
0,0.9600000000000005,0.666670686201425
0,0.9800000000000005,0.6666661957374979
0.02,0,0.6666856445481101
0.02,0.02,0.6666856445281246
0.02,0.04,0.6666856445022359
0.02,0.06,0.6666856444686702
0.02,0.08,0.6666856444251231
0.02,0.1,0.6666856443685972
0.02,0.12000000000000001,0.666685644295196
0.02,0.14,0.6666856441998525
0.02,0.16,0.6666856440759789
0.02,0.18,0.6666856439150102
0.02,0.19999999999999998,0.66668564370581
0.02,0.21999999999999997,0.6666856434338985
0.02,0.23999999999999996,0.6666856430804495
0.02,0.25999999999999995,0.6666856426209854
0.02,0.27999999999999997,0.6666856420236797
0.02,0.3,0.6666856412471526
0.02,0.32,0.6666856402376016
0.02,0.34,0.6666856389250735
0.02,0.36000000000000004,0.6666856372186157
0.02,0.38000000000000006,0.6666856349999705
0.02,0.4000000000000001,0.6666856321153817
0.02,0.4200000000000001,0.666685628364935
0.02,0.4400000000000001,0.6666856234887015
0.02,0.46000000000000013,0.6666856171487258
0.02,0.48000000000000015,0.6666856089055976
0.02,0.5000000000000001,0.6666855981879971
0.02,0.5200000000000001,0.6666855842530975
0.02,0.5400000000000001,0.6666855661350796
0.02,0.5600000000000002,0.6666855425781865
0.02,0.5800000000000002,0.6666855119496901
0.02,0.6000000000000002,0.6666854721267234
0.02,0.6200000000000002,0.6666854203491444
0.02,0.6400000000000002,0.6666853530282271
0.02,0.6600000000000003,0.6666852654979243
0.02,0.6800000000000003,0.6666851516914603
0.02,0.7000000000000003,0.6666850037208369
0.02,0.7200000000000003,0.666684811330111
0.02,0.7400000000000003,0.6666845611845446
0.02,0.7600000000000003,0.6666842359463612
0.02,0.7800000000000004,0.6666838130730478
0.02,0.8000000000000004,0.6666832632549086
0.02,0.8200000000000004,0.6666825483835724
0.02,0.8400000000000004,0.666681618910656
0.02,0.8600000000000004,0.6666804104134834
0.02,0.8800000000000004,0.6666788391298447
0.02,0.9000000000000005,0.6666767961522622
0.02,0.9200000000000005,0.6666741398793492
0.02,0.9400000000000005,0.6666706862010053
0.02,0.9600000000000005,0.6666661957370816
0.02,0.9800000000000005,0.666660357244881
0.04,0,0.6666856445275426
0.04,0.02,0.6666856445016577
0.04,0.04,0.6666856444680965
0.04,0.06,0.6666856444245538
0.04,0.08,0.6666856443680321
0.04,0.1,0.6666856442946348
0.04,0.12000000000000001,0.6666856441992959
0.04,0.14,0.6666856440754263
0.04,0.16,0.6666856439144616
0.04,0.18,0.6666856437052657
0.04,0.19999999999999998,0.6666856434333582
0.04,0.21999999999999997,0.666685643079913
0.04,0.23999999999999996,0.6666856426204527
0.04,0.25999999999999995,0.6666856420231512
0.04,0.27999999999999997,0.6666856412466279
0.04,0.3,0.6666856402370809
0.04,0.32,0.6666856389245566
0.04,0.34,0.6666856372181027
0.04,0.36000000000000004,0.6666856349994614
0.04,0.38000000000000006,0.666685632114876
0.04,0.4000000000000001,0.6666856283644328
0.04,0.4200000000000001,0.6666856234882034
0.04,0.4400000000000001,0.6666856171482315
0.04,0.46000000000000013,0.6666856089051069
0.04,0.48000000000000015,0.66668559818751
0.04,0.5000000000000001,0.6666855842526139
0.04,0.5200000000000001,0.6666855661345994
0.04,0.5400000000000001,0.6666855425777101
0.04,0.5600000000000002,0.6666855119492172
0.04,0.5800000000000002,0.6666854721262541
0.04,0.6000000000000002,0.6666854203486785
0.04,0.6200000000000002,0.6666853530277648
